imageUrl,title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url
https://lh3.googleusercontent.com/p/AF1QipPb7mLjPwzQF1HFFyzKWi5c3EkhYAc95XL1YtK9=w408-h272-k-no,Richmond Villages Painswick Wellness Spa,4.8,15,"Painswick Retirement Village, Stroud Rd",Richmond,,GB,https://www.richmond-villages.com/wellness-spa/painswick-spa,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Richmond%20Villages%20Painswick%20Wellness%20Spa&query_place_id=ChIJByXt8-YOcUgR2fkPzM-0cs8
https://lh3.googleusercontent.com/p/AF1QipOpenLunW28YB_u9Khc9d14_q_0uzVntTTNn5vX=w408-h272-k-no,Richmond Villages Wood Norton Wellness Spa,4.9,7,Evesham Rd,Evesham,,GB,https://www.richmond-villages.com/wellness-spa/wood-norton-spa,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Richmond%20Villages%20Wood%20Norton%20Wellness%20Spa&query_place_id=ChIJUWckECHncEgRn2qousASSrs
https://lh3.googleusercontent.com/p/AF1QipNQ-0cGBIs2MVFhOGrpP45b38jf6s3AiJiWrazb=w408-h611-k-no,Heal Saunas,5,30,5 Coldhams Ln,Cambridge,,GB,https://www.healsaunas.co.uk/,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Heal%20Saunas&query_place_id=ChIJJ0tHqxhx2EcRGCtmbY16C9M
https://lh3.googleusercontent.com/p/AF1QipOVz0abMyvW8NUk1atNWx_E4hzthrL5zzDF7ew8=w408-h272-k-no,Abbey Leisure Complex,4,494,"Abbey Leisure, Studios, Whitehill Rd",Cambridge,,GB,https://www.better.org.uk/leisure-centre/cambridge/abbeyleisurecomplex?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Abbey%20Leisure%20Complex&query_place_id=ChIJNbFfTmZw2EcRrlYCSkPpjNg
https://lh3.googleusercontent.com/p/AF1QipOJcdiTnvXEwdElX9zB1TYLkv639gasEmY-UCs=w427-h240-k-no,Atrium Fitness,4,55,39 Newnham St,ELY,,GB,https://www.atriumfitness.co.uk/,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Atrium%20Fitness&query_place_id=ChIJGwNL2AoT2EcRetzttRFj9Bk
https://lh3.googleusercontent.com/p/AF1QipMLZqNqyO074WBdeWyOXB5vQ1fjwdbQdyCx3UhQ=w408-h306-k-no,Nuffield Health Cambridge Fitness & Wellbeing Gym,3.7,239,213 Cromwell Rd,Cambridge,,GB,https://www.nuffieldhealth.com/gyms/cambridge?utm_source=google&utm_medium=local&utm_campaign=GoogleLocal-Cambridge,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Nuffield%20Health%20Cambridge%20Fitness%20%26%20Wellbeing%20Gym&query_place_id=ChIJkTuNqWNw2EcR1cCLSIdYS2Y
https://lh3.googleusercontent.com/p/AF1QipOd0eh7MZkc8kHA8BbeVMD29FULWdrliFqup5aA=w408-h306-k-no,Nuffield Health Norwich Fitness & Wellbeing Gym,4.1,198,Barrack St,Norwich,,GB,https://www.nuffieldhealth.com/gyms/norwich?utm_source=google&utm_medium=local&utm_campaign=GoogleLocal-Norwich,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Nuffield%20Health%20Norwich%20Fitness%20%26%20Wellbeing%20Gym&query_place_id=ChIJ92bZhcPj2UcRjQkGue_GCxw
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxoM3Qe2Ut7lgR5GbkfWseu0eq2dmqWhpcLT6IrtQhE0alcESMX3TVenXy94tMK61jiwt7BeXRvCgwYEkPxTkC_zG--X-ZhAPXx5BVfobKpiJbQnSY9-Uj4Jva1unQXYK9FVat_MQ=w408-h306-k-no,The Edge at Barnham Broom (Gym),4.4,29,Honingham Rd,Norwich,,GB,https://www.barnham-broom.co.uk/fitness/,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=The%20Edge%20at%20Barnham%20Broom%20(Gym)&query_place_id=ChIJEWb8LDPZ2UcRvLAQJR8dTu8
https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/e6/4b/51/greenbanks-country-hotel.jpg?w=2100&h=1400&s=1,Greenbanks Hotel,4.6,111,"Main Road, Great Fransham",Dereham,,GB,http://www.greenbankshotel.co.uk/,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Greenbanks%20Hotel&query_place_id=ChIJj_b1HJ_V2UcR0cU4UuGGNNM
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwDaS7FKZLitj7Cy4e5DjEJ0tmiJsRODz22xzQTtshicTGLWSvbDPN2JujIdFfwf7xL8DVhLXgF6ZeCo-vKtMxlMRzDoZNrOTpxaFFq-s1sSdSrhodVoYyqu_UHkk92bwDPJvPVVA=w408-h272-k-no,Tewkesbury Leisure Centre,4.2,448,Gloucester Rd,Tewkesbury,,GB,https://www.placesleisure.org/centres/tewkesbury-leisure-centre/?utm_source=gmb&utm_medium=button&y_source=1_Njc0OTcwNTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Tewkesbury%20Leisure%20Centre&query_place_id=ChIJk9KbI1odcUgR-PrBYtnNXZE
